t_eff,log_g,feh,afe,v_mic,phase,age,v_macro,h_abundance,he_abundance,filename
4389.7266,4.987985,-2.9,0.00147935,0.10703103,0,9.95,0.0,0.9234534,0.076545425,b'X0793'
5184.036,4.7920856,-2.8,0.30394357,3.3326225,0,9.9,0.0,0.92345154,0.076546095,b'X0794'
4225.7295,5.096302,-2.8,0.44537714,0.1340909,0,9.95,0.0,0.9234505,0.076546475,b'X0795'
4366.864,4.987005,-2.8,0.14965165,1.3106836,0,10.0,0.0,0.92345226,0.076545805,b'X0796'
5466.6914,4.7338505,-2.7,0.21204445,3.2257323,0,10.05,0.0,0.9234513,0.07654622,b'X0797'
5053.936,4.7948976,-2.7,0.4420925,4.8832073,0,10.1,0.0,0.9234494,0.076546915,b'X0798'
4363.552,4.979976,-2.7,0.188773,0.84916407,0,10.15,0.0,0.9234513,0.07654616,b'X0799'
4336.1333,4.9813285,-2.6,-0.038431384,2.5835648,0,9.9,0.0,0.92345166,0.07654606,b'X0800'
4353.7915,4.976523,-2.6,0.44601968,4.9860086,0,9.9,0.0,0.9234477,0.076547496,b'X0801'
4514.488,4.9199977,-2.6,0.13702926,4.923514,0,9.9,0.0,0.9234507,0.0765464,b'X0802'
4136.1587,5.137898,-2.6,0.14642757,4.305762,0,9.95,0.0,0.9234507,0.07654643,b'X0803'
4406.1733,4.955933,-2.6,0.47332248,0.70636266,0,9.95,0.0,0.9234474,0.076547645,b'X0804'
4367.7554,4.9711356,-2.6,0.3584608,4.347651,0,10.0,0.0,0.9234488,0.076547116,b'X0805'
5470.0474,4.730851,-2.6,0.12664038,0.8302659,0,10.05,0.0,0.92345077,0.07654638,b'X0806'
4004.1687,5.2187443,-2.6,0.040384226,2.2141588,0,10.1,0.0,0.9234513,0.07654619,b'X0807'
4162.861,5.0949454,-2.5,0.17305675,3.1271424,0,9.85,0.0,0.9234492,0.07654695,b'X0808'
4349.938,4.968802,-2.5,0.101781,0.4841088,0,9.95,0.0,0.9234498,0.07654674,b'X0809'
5193.0913,4.7773433,-2.5,0.46439555,3.4485068,0,9.95,0.0,0.92344546,0.07654833,b'X0810'
5160.599,4.778379,-2.5,0.04375679,1.744848,0,10.0,0.0,0.92345023,0.07654658,b'X0811'
5604.635,4.7134175,-2.5,0.14147663,0.6056177,0,10.0,0.0,0.92344946,0.07654685,b'X0812'
4260.6147,4.998379,-2.5,0.13513091,1.0428936,0,10.05,0.0,0.9234496,0.07654684,b'X0813'
5322.401,4.7505565,-2.5,0.018598266,1.7072794,0,10.05,0.0,0.92345035,0.07654653,b'X0814'
4326.4224,4.975878,-2.5,0.068870775,3.0446208,0,10.1,0.0,0.92345,0.076546654,b'X0815'
4539.7607,4.89294,-2.4,0.075096615,1.7163898,0,9.95,0.0,0.9234487,0.07654716,b'X0816'
4139.702,5.0730047,-2.4,0.29349682,1.2025417,0,10.1,0.0,0.92344606,0.076548114,b'X0817'
4283.262,4.9779577,-2.4,0.014102206,3.864272,0,10.15,0.0,0.9234492,0.07654698,b'X0818'
4303.712,4.9723516,-2.4,0.0434921,4.345375,0,10.15,0.0,0.92344886,0.076547064,b'X0819'
4048.0527,5.14178,-2.3,0.19552585,4.610598,0,9.85,0.0,0.9234453,0.07654838,b'X0820'
4518.492,4.8930883,-2.3,0.17606029,3.9415553,0,9.85,0.0,0.92344564,0.07654828,b'X0821'
5026.0625,4.793272,-2.3,0.42929998,3.3115625,0,9.9,0.0,0.9234407,0.0765501,b'X0822'
4749.4478,4.8325315,-2.2,-0.027950034,2.9998794,0,9.85,0.0,0.92344606,0.0765481,b'X0823'
4126.155,5.023157,-2.2,0.2931429,4.7409816,0,9.95,0.0,0.92344075,0.07655009,b'X0824'
4220.4644,4.976221,-2.2,0.23839483,4.992472,0,10.0,0.0,0.9234419,0.07654964,b'X0825'
4078.4697,5.071002,-2.2,0.4915996,2.820729,0,10.1,0.0,0.92343473,0.0765523,b'X0826'
4527.9355,4.8694887,-2.2,0.215354,3.0794387,0,10.15,0.0,0.9234424,0.07654947,b'X0827'
5173.0996,4.7681723,-2.1,0.041785397,3.024135,0,9.85,0.0,0.92344266,0.07654937,b'X0828'
5338.5747,4.7411294,-2.1,-0.0065595806,3.0212646,0,9.95,0.0,0.9234434,0.07654909,b'X0829'
4176.3,4.9790087,-2.1,0.16535881,1.0724365,0,10.0,0.0,0.9234402,0.07655026,b'X0830'
4290.8384,4.9404864,-2.1,0.09956732,3.1877413,0,10.0,0.0,0.92344165,0.07654976,b'X0831'
5122.9272,4.7644825,-2.1,0.26192054,0.039342105,0,10.0,0.0,0.9234379,0.076551154,b'X0832'
5261.8184,4.7466736,-2.1,0.31297305,4.1242223,0,10.0,0.0,0.92343634,0.07655171,b'X0833'
4123.3604,4.9964733,-2.1,-0.088479996,2.509347,0,10.1,0.0,0.9234445,0.07654868,b'X0834'
4166.5674,4.981151,-2.1,0.42981562,4.4567175,0,10.1,0.0,0.9234321,0.07655325,b'X0835'
4867.2085,4.7937098,-2.1,0.25226426,0.6584069,0,10.1,0.0,0.9234381,0.07655106,b'X0836'
5679.2417,4.661539,-2.1,0.35437414,2.3558161,0,10.15,0.0,0.9234349,0.076552205,b'X0837'
4006.2466,5.097078,-2.0,0.4395418,1.1262428,0,9.85,0.0,0.9234256,0.076555654,b'X0838'
6323.0303,4.5793285,-2.0,0.2929072,3.116474,0,9.85,0.0,0.92343223,0.076553226,b'X0839'
6848.6714,4.40544,-2.0,0.12830919,1.3151083,0,9.85,0.0,0.92343736,0.076551326,b'X0840'
4500.02,1.0527033,-2.0,0.47305033,2.5424075,2,9.85,0.0,0.92342377,0.076556325,b'X0841'
5616.382,4.704344,-2.0,0.09385184,2.7682755,0,9.9,0.0,0.92343825,0.07655102,b'X0842'
6565.267,4.4901214,-2.0,0.137478,4.612227,0,9.9,0.0,0.9234371,0.07655141,b'X0843'
5024.1562,2.062541,-2.0,0.47994933,3.5426066,2,9.9,0.0,0.9234234,0.076556474,b'X0844'
6329.212,4.55011,-2.0,0.4488593,1.9630866,0,9.95,0.0,0.9234251,0.07655584,b'X0845'
6932.7407,4.044639,-2.0,-0.0021566972,4.5790486,0,9.95,0.0,0.92344034,0.07655025,b'X0846'
4927.0166,1.8743924,-2.0,-0.04906792,0.6396211,2,9.95,0.0,0.9234411,0.07654995,b'X0847'
6880.4136,4.1846814,-2.0,0.46405604,2.3675058,0,10.0,0.0,0.9234243,0.07655614,b'X0848'
6816.5933,4.038122,-2.0,0.17395496,2.9733298,0,10.0,0.0,0.92343616,0.07655178,b'X0849'
5600.2456,3.324007,-2.0,0.28925157,4.993704,2,10.0,0.0,0.9234324,0.07655318,b'X0850'
6302.41,4.5218906,-2.0,-0.09082876,4.079188,0,10.05,0.0,0.9234418,0.076549694,b'X0851'
6603.4414,4.3776317,-2.0,0.1999937,2.6772013,0,10.05,0.0,0.92343545,0.07655206,b'X0852'
6773.913,4.205699,-2.0,0.22529635,0.6951244,0,10.05,0.0,0.92343456,0.076552354,b'X0853'
6677.7295,4.1605477,-2.0,0.044004746,1.2528855,0,10.1,0.0,0.9234394,0.076550595,b'X0854'
4965.499,1.9643553,-2.0,0.13666207,0.7979119,2,10.1,0.0,0.9234371,0.07655141,b'X0855'
4187.2827,4.9653482,-2.0,0.26062098,2.250495,0,10.15,0.0,0.92343336,0.0765528,b'X0856'
5219.429,4.73293,-2.0,0.09142131,2.8739138,0,10.15,0.0,0.9234383,0.07655099,b'X0857'
5892.5757,4.6093245,-2.0,0.3125022,3.363554,0,10.15,0.0,0.92343146,0.0765535,b'X0858'
6330.2266,4.5734673,-1.9,0.33359015,0.060905054,0,9.85,0.0,0.9234241,0.076556176,b'X0859'
4263.2256,4.928507,-1.9,0.12314581,2.2406578,0,9.9,0.0,0.9234328,0.07655297,b'X0860'
5367.2295,4.7284975,-1.9,0.001791589,2.088119,0,9.95,0.0,0.9234362,0.07655171,b'X0861'
4048.9084,5.01214,-1.9,0.075590275,3.0372345,0,10.0,0.0,0.9234343,0.076552436,b'X0862'
4086.4595,4.9880204,-1.9,0.36597365,0.6779324,0,10.0,0.0,0.92342246,0.076556824,b'X0863'
4403.75,4.8808837,-1.9,0.09217047,1.8105145,0,10.0,0.0,0.9234339,0.076552615,b'X0864'
4556.912,4.840233,-1.9,-0.092917085,0.8441799,0,10.05,0.0,0.9234383,0.07655096,b'X0865'
6624.828,3.9971948,-1.9,-0.05863025,2.7306688,0,10.05,0.0,0.9234377,0.076551214,b'X0866'
5616.043,3.4002335,-1.9,-0.066185996,2.9270878,2,10.05,0.0,0.9234379,0.07655116,b'X0867'
4950.8794,1.9821461,-1.9,0.01833237,0.72984755,2,10.05,0.0,0.92343587,0.07655187,b'X0868'
4627.995,4.821014,-1.9,0.48501912,4.753046,0,10.1,0.0,0.9234147,0.076559655,b'X0869'
6631.9966,4.23672,-1.9,0.22203347,3.3246512,0,10.1,0.0,0.92342937,0.07655429,b'X0870'
5141.7935,2.3878691,-1.9,0.3648697,4.7912626,2,10.1,0.0,0.92342246,0.076556794,b'X0871'
4423.6235,0.9673184,-1.9,0.28068206,0.8090186,2,10.1,0.0,0.92342675,0.07655522,b'X0872'
4143.829,4.9676766,-1.9,0.28160262,2.9094746,0,10.15,0.0,0.92342675,0.07655523,b'X0873'
4218.2803,4.937323,-1.9,0.40836033,0.041819558,0,10.15,0.0,0.92341995,0.07655774,b'X0874'
6127.8145,4.5339236,-1.9,0.20457923,4.0479116,0,10.15,0.0,0.92342997,0.07655403,b'X0875'
6542.1113,4.142016,-1.9,0.3381619,3.621821,0,10.15,0.0,0.92342395,0.076556265,b'X0876'
4211.0776,4.9346814,-1.8,0.47834465,4.477139,0,9.85,0.0,0.9234049,0.07656329,b'X0877'
4599.24,1.335385,-1.8,0.23353499,4.535146,2,9.85,0.0,0.92342204,0.07655697,b'X0878'
4536.831,1.2191066,-1.8,0.030047618,3.8875391,2,9.85,0.0,0.9234305,0.07655386,b'X0879'
4039.191,5.000871,-1.8,0.37335312,3.825272,0,9.9,0.0,0.9234134,0.07656015,b'X0880'
6676.3257,4.4278436,-1.8,0.48887727,3.9298403,0,9.9,0.0,0.9234039,0.07656365,b'X0881'
5467.8257,3.1378505,-1.8,0.47003874,3.1519566,2,9.9,0.0,0.92340565,0.07656302,b'X0882'
6516.9443,4.468301,-1.8,0.094822176,4.69631,0,9.95,0.0,0.92342824,0.0765547,b'X0883'
6860.043,4.0318823,-1.8,0.42309317,4.1867266,0,9.95,0.0,0.9234096,0.07656154,b'X0884'
6849.8633,4.022981,-1.8,0.011112504,3.9656856,0,9.95,0.0,0.9234311,0.076553635,b'X0885'
5400.065,3.0071323,-1.8,0.2540655,1.3125962,2,9.95,0.0,0.9234209,0.07655738,b'X0886'
5280.686,2.7246375,-1.8,0.31751636,3.8335063,2,9.95,0.0,0.92341715,0.07655876,b'X0887'
4083.6697,4.9781623,-1.8,0.4046124,2.7930925,0,10.0,0.0,0.9234111,0.07656101,b'X0888'
4184.897,4.9394474,-1.8,0.28597423,3.9468908,0,10.05,0.0,0.9234192,0.07655805,b'X0889'
5808.603,4.645295,-1.8,-0.069368646,1.796788,0,10.05,0.0,0.92343336,0.076552786,b'X0890'
6174.4653,4.50979,-1.8,0.2622349,0.35220847,0,10.15,0.0,0.9234205,0.07655756,b'X0891'
6520.6016,4.179984,-1.8,0.11395056,2.8364854,0,10.15,0.0,0.9234275,0.07655497,b'X0892'
5528.7583,3.3697407,-1.8,-0.030166097,3.1105533,2,10.15,0.0,0.9234323,0.07655319,b'X0893'
5162.424,2.4952095,-1.8,0.2735033,1.7138901,2,10.15,0.0,0.92341983,0.076557785,b'X0894'
4642.609,1.4384829,-1.8,0.0021392182,4.857312,2,10.15,0.0,0.92343134,0.07655353,b'X0895'
6601.006,4.47427,-1.7,0.42178795,2.1458597,0,9.85,0.0,0.9233979,0.076565854,b'X0896'
7088.5684,4.0437965,-1.7,0.3071145,1.0679663,0,9.85,0.0,0.9234081,0.07656209,b'X0897'
7019.2905,3.9919415,-1.7,-0.025643736,0.6120109,0,9.85,0.0,0.9234262,0.07655544,b'X0898'
5443.252,3.1390562,-1.7,0.49612597,4.155365,2,9.9,0.0,0.92338973,0.07656888,b'X0899'
6265.2295,3.7329385,-1.7,0.3230579,2.3469405,2,9.95,0.0,0.9234069,0.07656256,b'X0900'
4305.7964,4.8861094,-1.7,0.11091737,1.5730462,0,10.0,0.0,0.92342037,0.07655757,b'X0901'
6773.6494,4.1979647,-1.7,0.46420315,1.2159238,0,10.0,0.0,0.9233935,0.076567516,b'X0902'
5476.9585,3.2484248,-1.7,-0.07443036,2.826096,2,10.0,0.0,0.9234279,0.07655482,b'X0903'
4420.837,1.0625572,-1.7,0.13324508,0.3386307,2,10.0,0.0,0.92341924,0.07655798,b'X0904'
5273.8027,2.8073614,-1.7,0.24274582,4.5342164,2,10.1,0.0,0.9234128,0.076560386,b'X0905'
6469.524,4.280259,-1.7,0.12401723,1.3534237,0,10.15,0.0,0.9234198,0.07655781,b'X0906'
6321.111,4.555842,-1.6,0.46324328,2.4009118,0,9.85,0.0,0.9233775,0.076573364,b'X0907'
7087.35,4.186594,-1.6,0.4107546,2.7176926,0,9.85,0.0,0.9233845,0.07657081,b'X0908'
4321.5605,0.91891044,-1.6,0.011967078,0.34388068,2,9.85,0.0,0.923417,0.07655886,b'X0909'
4094.1729,4.953677,-1.6,0.45208177,2.3130674,0,9.9,0.0,0.9233792,0.0765728,b'X0910'
6808.332,3.9708743,-1.6,-0.080848776,4.6347213,0,9.9,0.0,0.9234211,0.07655733,b'X0911'
4876.2427,1.969506,-1.6,-0.06644988,2.2756815,2,9.9,0.0,0.9234205,0.076557554,b'X0912'
6842.745,4.122962,-1.6,-0.0022505224,4.9344006,0,9.95,0.0,0.92341757,0.076558605,b'X0913'
4265.583,0.82296914,-1.6,-0.079819135,2.66426,2,10.0,0.0,0.9234211,0.07655735,b'X0914'
4013.5352,4.98608,-1.6,0.21058547,2.5486562,0,10.05,0.0,0.92340446,0.07656346,b'X0915'
4027.511,4.979289,-1.6,0.23937213,2.6698308,0,10.05,0.0,0.9234021,0.07656432,b'X0916'
4534.555,4.8141227,-1.6,0.42872086,3.8146467,0,10.05,0.0,0.9233822,0.07657165,b'X0917'
6563.5806,4.3240933,-1.6,0.15098125,0.25088185,0,10.05,0.0,0.9234088,0.07656187,b'X0918'
5789.244,4.627374,-1.6,-0.06763771,2.6437104,0,10.1,0.0,0.92342055,0.07655753,b'X0919'
5891.398,4.603444,-1.6,0.4346374,3.6277618,0,10.1,0.0,0.92338145,0.076571934,b'X0920'
6463.283,4.03538,-1.6,-0.09727241,4.1481476,0,10.1,0.0,0.9234217,0.0765571,b'X0921'
5353.369,3.0766735,-1.6,0.010911234,0.7735907,2,10.1,0.0,0.923417,0.07655885,b'X0922'
5327.1426,3.0094051,-1.6,-0.035809383,2.8140435,2,10.1,0.0,0.9234192,0.076558046,b'X0923'
5876.604,4.593669,-1.6,0.08195525,1.843351,0,10.15,0.0,0.92341316,0.07656025,b'X0924'
6460.864,4.163637,-1.6,0.09109125,4.6270585,0,10.15,0.0,0.9234126,0.07656045,b'X0925'
4088.297,4.9435744,-1.5,0.065119766,0.9250479,0,9.85,0.0,0.9234034,0.07656382,b'X0926'
6820.662,4.350532,-1.5,0.49267855,4.0918674,0,9.85,0.0,0.92335206,0.07658275,b'X0927'
6912.519,4.3025084,-1.5,0.26267162,3.9797158,0,9.85,0.0,0.9233858,0.07657033,b'X0928'
4217.169,0.77582437,-1.5,-0.09269577,4.764314,2,9.85,0.0,0.9234128,0.076560386,b'X0929'
4190.815,0.7268869,-1.5,0.1445913,2.7623787,2,9.85,0.0,0.9233973,0.07656609,b'X0930'
4773.8184,4.776313,-1.5,0.13931787,4.21515,0,9.9,0.0,0.9233977,0.07656593,b'X0931'
6367.6846,4.515704,-1.5,0.22301227,4.5374813,0,9.9,0.0,0.92339,0.076568775,b'X0932'
6846.0854,4.0329113,-1.5,0.038671546,3.3095655,0,9.9,0.0,0.92340523,0.076563165,b'X0933'
4764.1973,1.8079829,-1.5,0.25241455,0.3970502,2,9.9,0.0,0.92338693,0.076569915,b'X0934'
4574.4727,1.4502923,-1.5,0.23047557,4.148278,2,9.9,0.0,0.9233892,0.07656906,b'X0935'
4041.5266,4.9653907,-1.5,0.30063164,2.923952,0,9.95,0.0,0.92338145,0.076571964,b'X0936'
4054.5894,4.957909,-1.5,0.465804,0.94017303,0,9.95,0.0,0.92335695,0.07658094,b'X0937'
6595.887,4.387584,-1.5,0.3716775,4.0970974,0,9.95,0.0,0.92337203,0.07657541,b'X0938'
4926.4165,2.137814,-1.5,0.34902295,2.840722,2,9.95,0.0,0.9233752,0.07657424,b'X0939'
6537.7563,4.3806653,-1.5,0.0027147979,0.69036925,0,10.0,0.0,0.92340755,0.076562315,b'X0940'
6662.9175,4.0768943,-1.5,0.48987237,0.5794423,0,10.0,0.0,0.9233526,0.076582566,b'X0941'
4420.3877,1.1692991,-1.5,0.23275265,0.40970725,2,10.0,0.0,0.923389,0.07656915,b'X0942'
4224.95,0.800312,-1.5,0.17887148,3.5176344,2,10.0,0.0,0.9233943,0.0765672,b'X0943'
4207.7773,4.8900194,-1.5,0.10435345,3.3028033,0,10.05,0.0,0.9234005,0.07656489,b'X0944'
5906.8066,3.69403,-1.5,0.14993727,4.9895926,2,10.05,0.0,0.92339677,0.07656626,b'X0945'
4044.7273,4.961094,-1.5,0.33509183,3.268187,0,10.1,0.0,0.9233771,0.076573566,b'X0946'
4051.6123,4.9575334,-1.5,0.18036938,2.8072894,0,10.1,0.0,0.92339414,0.076567255,b'X0947'
6478.459,4.306481,-1.5,0.062374346,3.683063,0,10.1,0.0,0.9234037,0.07656375,b'X0948'
5160.296,2.6659522,-1.5,0.24492738,4.476334,2,10.1,0.0,0.9233877,0.07656962,b'X0949'
4488.986,1.3063295,-1.5,0.038278542,1.9345429,2,10.1,0.0,0.9234053,0.07656315,b'X0950'
4815.964,1.9365194,-1.5,0.37879735,3.9620414,2,10.15,0.0,0.9233711,0.076575786,b'X0951'
4113.313,0.58592576,-1.5,0.4035965,1.0049685,2,10.15,0.0,0.92336726,0.07657716,b'X0952'
4017.4788,4.960891,-1.4,0.17373025,0.2546595,0,9.85,0.0,0.923379,0.07657281,b'X0953'
6331.144,4.5149574,-1.4,0.42934838,3.4173393,0,9.9,0.0,0.92333937,0.076587446,b'X0954'
5532.068,3.4169326,-1.4,0.298173,0.8124063,2,9.9,0.0,0.9233626,0.07657886,b'X0955'
6458.4414,4.44102,-1.4,0.056345336,4.8938646,0,9.95,0.0,0.92339087,0.076568484,b'X0956'
6536.1235,4.4007254,-1.4,-0.08662484,4.036671,0,9.95,0.0,0.9234015,0.07656458,b'X0957'
5387.72,3.2318506,-1.4,-0.08341843,1.828271,2,9.95,0.0,0.92340124,0.076564655,b'X0958'
5714.055,4.6431165,-1.4,0.35959417,2.0981433,0,10.0,0.0,0.9233526,0.076582566,b'X0959'
4625.1323,1.6174554,-1.4,0.17061144,3.1653426,2,10.0,0.0,0.9233794,0.07657268,b'X0960'
5376.504,3.257559,-1.4,-0.0047308058,1.4079456,2,10.05,0.0,0.9233958,0.07656666,b'X0961'
4010.5154,4.9604383,-1.4,0.24809572,4.4024553,0,10.1,0.0,0.92336977,0.076576225,b'X0962'
4273.968,0.9615903,-1.4,0.39794198,4.4227276,2,10.1,0.0,0.92334557,0.07658515,b'X0963'
5424.545,3.4084334,-1.4,0.27912575,1.0177531,2,10.15,0.0,0.9233654,0.07657783,b'X0964'
5331.9175,3.2007525,-1.4,0.4504982,0.3879228,2,10.15,0.0,0.92333496,0.076589085,b'X0965'
5262.9077,3.0167077,-1.4,0.31358957,0.6311694,2,10.15,0.0,0.9233603,0.07657975,b'X0966'
5209.3984,2.8773267,-1.4,0.3343071,2.979933,2,10.15,0.0,0.9233569,0.07658098,b'X0967'
4492.6963,1.3768209,-1.4,-0.07835959,1.2433268,2,10.15,0.0,0.9234009,0.076564774,b'X0968'
4597.3447,4.783298,-1.3,0.2394875,1.9972343,0,9.85,0.0,0.92334914,0.07658384,b'X0969'
6648.835,4.3927655,-1.3,0.40179726,4.130336,0,9.85,0.0,0.9233163,0.07659596,b'X0970'
4352.0327,1.1466782,-1.3,0.09150789,1.7917297,2,9.85,0.0,0.9233701,0.07657611,b'X0971'
4643.0015,4.775005,-1.3,0.17385602,4.3978577,0,9.9,0.0,0.92335933,0.07658009,b'X0972'
5235.054,4.707333,-1.3,0.24744698,4.3188467,0,9.9,0.0,0.92334783,0.07658433,b'X0973'
6708.727,4.1702642,-1.3,0.10961465,3.5790124,0,9.95,0.0,0.92336786,0.07657693,b'X0974'
6495.906,4.0083194,-1.3,0.4574735,3.8795729,0,10.0,0.0,0.9233018,0.076601274,b'X0975'
5249.856,3.0070477,-1.3,0.051122315,2.9690323,2,10.0,0.0,0.92337465,0.07657444,b'X0976'
4071.213,0.6468905,-1.3,0.47197768,0.6472366,2,10.0,0.0,0.92329776,0.07660279,b'X0977'
3971.5774,0.46541503,-1.3,0.32627666,1.3391833,2,10.0,0.0,0.9233331,0.076589756,b'X0978'
4030.5479,4.9316964,-1.3,0.3563673,2.900318,0,10.05,0.0,0.92332673,0.0765921,b'X0979'
4498.4517,4.786742,-1.3,0.33174613,0.10780445,0,10.05,0.0,0.923332,0.076590165,b'X0980'
6054.327,3.8127608,-1.3,0.24200839,4.2454844,2,10.05,0.0,0.9233488,0.076584,b'X0981'
5429.699,3.4229648,-1.3,-0.09531834,4.9318047,2,10.05,0.0,0.9233881,0.07656947,b'X0982'
5333.1704,3.2375767,-1.3,0.113454826,1.6129248,2,10.05,0.0,0.92336744,0.076577105,b'X0983'
4014.985,0.5458391,-1.3,0.2857182,0.679394,2,10.05,0.0,0.92334104,0.07658685,b'X0984'
4720.9004,4.7524843,-1.3,0.4553353,1.9249599,0,10.1,0.0,0.9233024,0.07660105,b'X0985'
5593.431,4.6348467,-1.3,0.09223317,0.5853401,0,10.1,0.0,0.92336994,0.07657615,b'X0986'
5600.8486,3.6213927,-1.3,0.001769565,3.1664162,2,10.1,0.0,0.9233798,0.07657257,b'X0987'
5428.948,3.4505444,-1.3,0.1261045,4.150031,2,10.1,0.0,0.9233658,0.0765777,b'X0988'
5046.888,2.5658295,-1.3,0.33557692,2.150268,2,10.15,0.0,0.9233312,0.07659047,b'X0989'
5004.9937,4.7257075,-1.2,0.186136,4.7799497,0,9.85,0.0,0.9233322,0.07659008,b'X0990'
4579.302,4.770324,-1.2,-0.09929657,2.5661232,0,9.95,0.0,0.9233711,0.07657573,b'X0991'
6640.1353,4.1177044,-1.2,-0.08982968,1.5518653,0,9.95,0.0,0.9233702,0.07657607,b'X0992'
4701.8228,1.8807269,-1.2,0.29729536,0.41087717,2,9.95,0.0,0.9233086,0.07659876,b'X0993'
4394.72,4.796475,-1.2,0.42192146,4.46369,0,10.0,0.0,0.923274,0.076611556,b'X0994'
6229.287,4.4795995,-1.2,0.2144916,0.3701557,0,10.0,0.0,0.92332673,0.07659209,b'X0995'
6206.87,3.8690681,-1.2,-0.03421069,1.8052306,2,10.0,0.0,0.9233643,0.07657823,b'X0996'
5424.164,3.4483328,-1.2,0.43093696,2.1314948,2,10.0,0.0,0.923271,0.07661263,b'X0997'
4243.469,4.83046,-1.2,0.05695828,3.3920221,0,10.05,0.0,0.92335296,0.07658242,b'X0998'
5205.7393,4.688172,-1.2,0.41226324,4.2079425,0,10.05,0.0,0.923277,0.07661042,b'X0999'
6407.242,4.3372755,-1.2,0.2935342,2.3912277,0,10.05,0.0,0.92330956,0.076598436,b'X1000'
5288.2983,3.2176096,-1.2,0.08172207,4.632891,2,10.05,0.0,0.9233495,0.07658372,b'X1001'
4860.1353,2.2186391,-1.2,-0.0029595867,0.30370152,2,10.05,0.0,0.9233607,0.07657957,b'X1002'
6302.881,4.3691764,-1.2,-0.05850111,1.805836,0,10.1,0.0,0.9233671,0.07657725,b'X1003'
6400.714,4.2033687,-1.2,0.03319276,4.79688,0,10.1,0.0,0.9233562,0.07658125,b'X1004'
4655.6255,1.8130771,-1.2,0.35668135,2.9534283,2,10.1,0.0,0.9232933,0.0766044,b'X1005'
4279.264,1.0989558,-1.2,0.23309505,4.9467382,2,10.1,0.0,0.923323,0.07659347,b'X1006'
6073.615,4.474981,-1.2,0.4851137,2.484535,0,10.15,0.0,0.92325217,0.07661958,b'X1007'
6111.591,4.5483055,-1.1,0.24085543,4.493416,0,9.85,0.0,0.9232867,0.07660686,b'X1008'
6715.522,4.0336094,-1.1,0.33600324,1.3224882,0,9.85,0.0,0.92325854,0.07661727,b'X1009'
5356.1797,3.3368576,-1.1,0.031050123,2.8689933,2,9.85,0.0,0.9233309,0.07659057,b'X1010'
4490.884,1.5325651,-1.1,0.21068466,2.7344952,2,9.85,0.0,0.9232944,0.076604,b'X1011'
4032.3228,0.7128045,-1.1,0.36572903,3.511705,2,9.85,0.0,0.9232483,0.076621026,b'X1012'
3925.1594,0.5283919,-1.1,0.05261963,3.102255,2,9.85,0.0,0.92332727,0.0765919,b'X1013'
6225.274,4.4995174,-1.1,0.46942076,1.2010118,0,9.9,0.0,0.9232068,0.076636314,b'X1014'
6485.3584,4.3874226,-1.1,0.4476538,2.5272994,0,9.9,0.0,0.9232164,0.0766328,b'X1015'
6655.847,4.2547965,-1.1,-0.03288445,2.4653318,0,9.9,0.0,0.9233407,0.07658697,b'X1016'
5352.814,3.3573353,-1.1,0.31028616,3.6882708,2,9.9,0.0,0.92326665,0.07661423,b'X1017'
6210.0913,4.485892,-1.1,0.11976663,1.4186035,0,9.95,0.0,0.9233148,0.076596506,b'X1018'
5675.776,3.6402473,-1.1,0.19512647,1.1864994,2,9.95,0.0,0.92329824,0.07660261,b'X1019'
4856.2417,4.721785,-1.1,0.11049602,1.6319895,0,10.0,0.0,0.92331666,0.07659583,b'X1020'
4609.9077,1.7792505,-1.1,0.21283656,3.7387633,2,10.0,0.0,0.9232939,0.0766042,b'X1021'
5288.5713,3.314363,-1.1,-0.00056022406,4.709332,2,10.05,0.0,0.9233359,0.07658873,b'X1022'
4937.845,2.4562604,-1.1,0.22851354,2.8083577,2,10.05,0.0,0.9232899,0.07660566,b'X1023'
5626.4644,3.7064435,-1.1,0.02946835,4.4892297,2,10.1,0.0,0.9233312,0.07659047,b'X1024'
5173.5513,3.0378006,-1.1,0.25212756,1.085474,2,10.1,0.0,0.92328364,0.07660799,b'X1025'
5990.1797,4.4902353,-1.1,0.28092825,4.53786,0,10.15,0.0,0.92327553,0.07661097,b'X1026'
6230.4844,4.325489,-1.1,-0.040064704,2.811859,0,10.15,0.0,0.92334163,0.076586604,b'X1027'
4752.904,4.7313924,-1.0,0.3734417,4.661632,0,9.85,0.0,0.9231912,0.076642066,b'X1028'
5693.7827,4.6279826,-1.0,-0.08808644,3.8548722,0,9.85,0.0,0.92332023,0.07659452,b'X1029'
5254.5933,3.243696,-1.0,-0.08012074,2.25532,2,9.9,0.0,0.923319,0.07659498,b'X1030'
4019.1443,0.76409405,-1.0,0.19917002,4.824851,2,9.9,0.0,0.9232563,0.076618046,b'X1031'
6017.4336,4.5311394,-1.0,0.33168522,3.895494,0,9.95,0.0,0.92320925,0.076635405,b'X1032'
6357.3735,4.391771,-1.0,-0.038255032,4.6712575,0,9.95,0.0,0.92331195,0.07659757,b'X1033'
4017.9663,0.76673925,-1.0,0.14704585,2.8049822,2,9.95,0.0,0.92327124,0.07661255,b'X1034'
5076.479,2.840861,-1.0,0.27549163,2.2483814,2,10.0,0.0,0.923231,0.076627396,b'X1035'
4081.2065,0.87877524,-1.0,0.31700686,2.0756543,2,10.0,0.0,0.92321527,0.076633215,b'X1036'
